date,weekday,current_state,current_message,attempt_count,response_sizes,raw_html_exists,raw_html_size,historical_table_present,tbody_empty,equity_rows_present,prior_recommendation,previous_successful_local_date,next_successful_local_date,verification_category,confidence,evidence_type,evidence_source_url,evidence_summary,recommended_action
2024-04-12,Friday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2024-04-09,2024-04-15,CONFIRMED_NON_TRADING,high,Official PSX annual holiday calendar,https://dps.psx.com.pk/download/attachment/222892-1.pdf,Date appears in the official PSX 2024 holiday calendar. Local successful sessions bracket it on 2024-04-09 and 2024-04-15; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2024-05-01,Wednesday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2024-04-30,2024-05-02,CONFIRMED_NON_TRADING,high,Official PSX annual holiday calendar,https://dps.psx.com.pk/download/attachment/222892-1.pdf,Date appears in the official PSX 2024 holiday calendar. Local successful sessions bracket it on 2024-04-30 and 2024-05-02; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2024-05-28,Tuesday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2024-05-27,2024-05-29,LIKELY_NON_TRADING,medium,Official PSX annual holiday calendar,https://dps.psx.com.pk/download/attachment/222892-1.pdf,"Historical public-holiday evidence matches the date/cluster, and local successful sessions bracket it on 2024-05-27 and 2024-05-29 with an empty PSX historical table. No date-specific official PSX closure notice was located in this verification pass.",Seek a date-specific PSX notice before reclassification; otherwise retain for manual review.
2024-06-17,Monday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2024-06-14,2024-06-20,CONFIRMED_NON_TRADING,high,Official PSX annual holiday calendar,https://dps.psx.com.pk/download/attachment/222892-1.pdf,Date appears in the official PSX 2024 holiday calendar. Local successful sessions bracket it on 2024-06-14 and 2024-06-20; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2024-06-18,Tuesday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2024-06-14,2024-06-20,CONFIRMED_NON_TRADING,high,Official PSX annual holiday calendar,https://dps.psx.com.pk/download/attachment/222892-1.pdf,Date appears in the official PSX 2024 holiday calendar. Local successful sessions bracket it on 2024-06-14 and 2024-06-20; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2024-06-19,Wednesday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2024-06-14,2024-06-20,CONFIRMED_NON_TRADING,high,Official PSX annual holiday calendar,https://dps.psx.com.pk/download/attachment/222892-1.pdf,Date appears in the official PSX 2024 holiday calendar. Local successful sessions bracket it on 2024-06-14 and 2024-06-20; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2024-07-16,Tuesday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2024-07-15,2024-07-18,CONFIRMED_NON_TRADING,high,Official PSX annual holiday calendar,https://dps.psx.com.pk/download/attachment/222892-1.pdf,Date appears in the official PSX 2024 holiday calendar. Local successful sessions bracket it on 2024-07-15 and 2024-07-18; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2024-07-17,Wednesday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2024-07-15,2024-07-18,CONFIRMED_NON_TRADING,high,Official PSX annual holiday calendar,https://dps.psx.com.pk/download/attachment/222892-1.pdf,Date appears in the official PSX 2024 holiday calendar. Local successful sessions bracket it on 2024-07-15 and 2024-07-18; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2024-08-14,Wednesday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2024-08-13,2024-08-15,CONFIRMED_NON_TRADING,high,Official PSX annual holiday calendar,https://dps.psx.com.pk/download/attachment/222892-1.pdf,Date appears in the official PSX 2024 holiday calendar. Local successful sessions bracket it on 2024-08-13 and 2024-08-15; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2024-09-17,Tuesday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2024-09-16,2024-09-18,CONFIRMED_NON_TRADING,high,PSX closure notice reported by ProPakistani,https://propakistani.pk/2024/09/08/psx-to-remain-closed-on-september-17/,A reported PSX notice explicitly states the Exchange would close for Eid Milad-un-Nabi. Local successful sessions bracket it on 2024-09-16 and 2024-09-18; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2024-12-25,Wednesday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2024-12-24,2024-12-26,CONFIRMED_NON_TRADING,high,Official PSX annual holiday calendar,https://dps.psx.com.pk/download/attachment/222892-1.pdf,Date appears in the official PSX 2024 holiday calendar. Local successful sessions bracket it on 2024-12-24 and 2024-12-26; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2025-02-05,Wednesday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2025-02-04,2025-02-06,CONFIRMED_NON_TRADING,high,Official PSX annual holiday calendar,https://dps.psx.com.pk/download/attachment/244903-1.pdf,Date appears in the official PSX 2025 holiday calendar. Local successful sessions bracket it on 2025-02-04 and 2025-02-06; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2025-03-28,Friday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2025-03-27,2025-04-03,CONFIRMED_NON_TRADING,high,Official PSX annual holiday calendar,https://dps.psx.com.pk/download/attachment/244903-1.pdf,Date appears in the official PSX 2025 holiday calendar. Local successful sessions bracket it on 2025-03-27 and 2025-04-03; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2025-03-31,Monday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2025-03-27,2025-04-03,CONFIRMED_NON_TRADING,high,Official PSX annual holiday calendar,https://dps.psx.com.pk/download/attachment/244903-1.pdf,Date appears in the official PSX 2025 holiday calendar. Local successful sessions bracket it on 2025-03-27 and 2025-04-03; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2025-04-01,Tuesday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2025-03-27,2025-04-03,CONFIRMED_NON_TRADING,high,Official PSX annual holiday calendar,https://dps.psx.com.pk/download/attachment/244903-1.pdf,Date appears in the official PSX 2025 holiday calendar. Local successful sessions bracket it on 2025-03-27 and 2025-04-03; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2025-04-02,Wednesday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2025-03-27,2025-04-03,LIKELY_NON_TRADING,medium,Official PSX-hosted filing citing announced Eid closure,https://dps.psx.com.pk/download/document/250266.pdf,"Historical public-holiday evidence matches the date/cluster, and local successful sessions bracket it on 2025-03-27 and 2025-04-03 with an empty PSX historical table. No date-specific official PSX closure notice was located in this verification pass.",Seek a date-specific PSX notice before reclassification; otherwise retain for manual review.
2025-05-01,Thursday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2025-04-30,2025-05-02,CONFIRMED_NON_TRADING,high,Official PSX annual holiday calendar,https://dps.psx.com.pk/download/attachment/244903-1.pdf,Date appears in the official PSX 2025 holiday calendar. Local successful sessions bracket it on 2025-04-30 and 2025-05-02; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2025-05-28,Wednesday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2025-05-27,2025-05-29,CONFIRMED_NON_TRADING,high,Official PSX annual holiday calendar,https://dps.psx.com.pk/download/attachment/244903-1.pdf,Date appears in the official PSX 2025 holiday calendar. Local successful sessions bracket it on 2025-05-27 and 2025-05-29; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2025-06-06,Friday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2025-06-05,2025-06-10,LIKELY_NON_TRADING,medium,Official PSX-hosted filing citing announced Eid closure,https://dps.psx.com.pk/download/document/250266.pdf,"Historical public-holiday evidence matches the date/cluster, and local successful sessions bracket it on 2025-06-05 and 2025-06-10 with an empty PSX historical table. No date-specific official PSX closure notice was located in this verification pass.",Seek a date-specific PSX notice before reclassification; otherwise retain for manual review.
2025-06-09,Monday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2025-06-05,2025-06-10,CONFIRMED_NON_TRADING,high,Official PSX annual holiday calendar,https://dps.psx.com.pk/download/attachment/244903-1.pdf,Date appears in the official PSX 2025 holiday calendar. Local successful sessions bracket it on 2025-06-05 and 2025-06-10; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2025-08-14,Thursday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2025-08-13,2025-08-15,CONFIRMED_NON_TRADING,high,Official PSX annual holiday calendar,https://dps.psx.com.pk/download/attachment/244903-1.pdf,Date appears in the official PSX 2025 holiday calendar. Local successful sessions bracket it on 2025-08-13 and 2025-08-15; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2025-12-25,Thursday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2025-12-24,2025-12-26,CONFIRMED_NON_TRADING,high,Official PSX annual holiday calendar,https://dps.psx.com.pk/download/attachment/244903-1.pdf,Date appears in the official PSX 2025 holiday calendar. Local successful sessions bracket it on 2025-12-24 and 2025-12-26; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2026-02-05,Thursday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2026-02-04,2026-02-06,CONFIRMED_NON_TRADING,high,Official PSX holiday calendar,https://www.psx.com.pk/psx/exchange/general/calendar-holidays,Date appears in the official PSX 2026 holiday calendar. Local successful sessions bracket it on 2026-02-04 and 2026-02-06; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2026-03-20,Friday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2026-03-19,2026-03-24,CONFIRMED_NON_TRADING,high,Official PSX holiday calendar,https://www.psx.com.pk/psx/exchange/general/calendar-holidays,Date appears in the official PSX 2026 holiday calendar. Local successful sessions bracket it on 2026-03-19 and 2026-03-24; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2026-03-23,Monday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2026-03-19,2026-03-24,CONFIRMED_NON_TRADING,high,Official PSX holiday calendar,https://www.psx.com.pk/psx/exchange/general/calendar-holidays,Date appears in the official PSX 2026 holiday calendar. Local successful sessions bracket it on 2026-03-19 and 2026-03-24; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2026-05-01,Friday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2026-04-30,2026-05-04,CONFIRMED_NON_TRADING,high,Official PSX holiday calendar,https://www.psx.com.pk/psx/exchange/general/calendar-holidays,Date appears in the official PSX 2026 holiday calendar. Local successful sessions bracket it on 2026-04-30 and 2026-05-04; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2026-05-26,Tuesday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2026-05-25,2026-05-29,CONFIRMED_NON_TRADING,high,Official PSX settlement revision/closure evidence,https://dps.psx.com.pk/download/attachment/277568-1.pdf,Official PSX schedule identifies the Eid closure/non-trading dates. Local successful sessions bracket it on 2026-05-25 and 2026-05-29; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2026-05-27,Wednesday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2026-05-25,2026-05-29,CONFIRMED_NON_TRADING,high,Official PSX settlement revision/closure evidence,https://dps.psx.com.pk/download/attachment/277568-1.pdf,Official PSX schedule identifies the Eid closure/non-trading dates. Local successful sessions bracket it on 2026-05-25 and 2026-05-29; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2026-05-28,Thursday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2026-05-25,2026-05-29,CONFIRMED_NON_TRADING,high,Official PSX settlement revision/closure evidence,https://dps.psx.com.pk/download/attachment/277568-1.pdf,Official PSX schedule identifies the Eid closure/non-trading dates. Local successful sessions bracket it on 2026-05-25 and 2026-05-29; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2026-06-25,Thursday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2026-06-24,2026-06-29,CONFIRMED_NON_TRADING,high,Official PSX holiday calendar,https://www.psx.com.pk/psx/exchange/general/calendar-holidays,Date appears in the official PSX 2026 holiday calendar. Local successful sessions bracket it on 2026-06-24 and 2026-06-29; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2026-06-26,Friday,temporary_skips,Temporary unavailable after 4 attempts; weekday responses contained no equity rows; eligible for retry,4,903; 903; 903; 903,Yes,903,Yes,Yes,No,likely non-trading/holiday candidate,2026-06-24,2026-06-29,CONFIRMED_NON_TRADING,high,Official PSX holiday calendar,https://www.psx.com.pk/psx/exchange/general/calendar-holidays,Date appears in the official PSX 2026 holiday calendar. Local successful sessions bracket it on 2026-06-24 and 2026-06-29; raw PSX historical response is empty.,Eligible for later state reconciliation as non-trading after human review.
2026-08-05,Wednesday,temporary_skips,Today is not final,0,Not Available,No,Not Available,Not Available,Not Available,Not Available,manual review,2026-08-04,Not Available,LIKELY_TRADING_GAP,medium,Official PSX holiday calendar,https://www.psx.com.pk/psx/exchange/general/calendar-holidays,Wednesday is absent from the official PSX 2026 holiday calendar; saved reason is only “Today is not final”. Previous local successful session is 2026-08-04; no later in-range session is available.,Retry temporary now that the date is final; inspect official session/index evidence if still empty.
